IMAGE_ID,RAW_TEXT,PREDICTED_SKUs1,PREDICTED_SKUs2,PREDICTED_SKUs3,PREDICTED_SKUs4,PREDICTED_SKUs5,PREDICTED_SKUs6,PREDICTED_SKUs7,PREDICTED_SKUs8,PREDICTED_SKUs9,PREDICTED_SKUs10
00PdP000003m72IUAQ_Image_Response_a0Z4H00000axbUQUAY,SMART | -SEAL | Martharo | Smoking | seriously harms | g | you and others | SIS | around you | S | touch | Marlboro | silver blue | << | Marlboro | ell | DEAL | SELECTé | MarlhoBA | crafted | for | lessiamelt | Marlboro | FIRM FILTER | TOBACCOS | SELECTED FINE | touch | authority of Philip Morris Brands SAd Neuchatel | Marthere | Smoking | seriously harms | you and others | around you | MARLBORO | Touch | 200s | AED 123 | USD 34.17 | www.dubaidutyfree.com | aroond.ru | Smoking | touc | kills | crafted for | SMART | Mar | less smell | Marlboro | -SEAL | ELECTED FINE TOBACCOS | Smoking | kills | seriously | harms | you | and | others | around | silver | blue | FIRM | FILTER | SELECTED | FINE | authority | Morris | Brands | AED | 123 | USD | 34.17 | less | smell | ELECTED,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B,MARLBORO WHITE
00PdP0000021qprUAA_Image_Response_a0Z4H00000axbUPUAY,Smoking | boro | kills | flavor mix | ManHboro | Smoking | SMAF | kills | -SE | flip-to | flavor mix | Smoking | seriously | MARLBORO | a | Flavor Mix | flavor mix | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | flavor | mix | Flavor | Mix | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001msv8DUAQ_Image_Response_a0Z4H00000axbURUAY,TEREA DIMEN IONS | YUGEN | AED 198 | USD 55.00 | United 15 not risk free and | peopline which is addictive. | IQOS | REA | TEREA | YUGEN | Works onN with | TEREA | TEREA | Works any with 00 ALMA | I | FEREAL | World the | - with with a MAURIA | TERRA | fres | and | are | are | TEREA | DIMEN | IONS | AED | 198 | USD | 55.00 | risk | free | which | addictive. | with,MARLBORO BLACK FRESH,BOND STREET GOLD FRESH BURST,PETER JACKSON BLUE FRESH BURST,PETER JACKSON GOLD FRESH BURST,EVE LILY,DIANA BLU,MERIT ONE,SG FILTRO,SG VENTIL,L&M LIGHTS
00P4H00001msv7rUAA_Image_Response_a0Z4H00000axbUMUAY,USD 26.39 | www.sluba | HILIP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIP هيد MORRIS PHILIP MORRIS PHILIP MORRIS | HIUP MORRIS PHILIP MORRIS PHILIP MO | JP MORRIS PHILIP MORRIS PHILIP MORRIS | PM | PHILIP MORRIS PHIUP MORRIS PHILIP MO | LIP MORRIS PHILIP MORRIS PHILIP MORRIS | PHILIP MORRIS PHIL LIP MORRIS PHILIP MO ~ VENT-VIDIAVICI | V LIP MORRIS PHILIP MORRIS PHILIP MORRIS | PHILIP MORE | MUP MORRIS | PHILIP MORE | PHILIP MORE | PHILIP MORRIS | ILIP MORRIS | PHILIP MORE | UP MORRIS | MORRIS | PHILIP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIPMORRIS PHILIP MORRIS PHILIP MORRIS | Smoking kills | PHILIP Made under Philip MORRIS | authority Morris | KLIP MORRIS PHOLIP MORRIS PHILIP MOR | USD | 26.39 | HILIP | PHILIP | PHIUP | LIP | PHIL | MORE | PHILIPMORRIS | Smoking | kills | Made | under | authority | Morris | MOR,PHILIP MORRIS ONE,PHILIP MORRIS RED,PHILIP MORRIS BLUE,PHILIP MORRIS CAPS,PHILIP MORRIS BLEUE,PHILIP MORRIS CLASSIC,PHILIP MORRIS QUANTUM,PHILIP MORRIS SUPREME,PHILIP MORRIS CAPS DUO,PHILIP MORRIS PRONEX ONE
00P4H00001mOs4KUAS_Image_Response_a0Z4H00000axbUKUAY,nos | ouro | uble ice | Smoking | oking | MERIDOBA | kills | kills | LUNA SHUFFLE | E ONLY | EL | Smoking | kills | LUNA SHUFFLE | MINTE | OF | menthol | capsules | mix | of | C | Smoking | seriously harms | you and others | around you | LUNA SHUFFLE | mg | 0.6 mg | وون | 6 mg ер | MARLBORO | Luna Shuffle | 200s | AED 127 | USD 35.28 | OFFER | sules 0 | www.dubaidutyfree.com | sules C | uble | ice | LUNA | SHUFFLE | seriously | harms | you | and | others | around | Luna | Shuffle | AED | 127 | USD | 35.28 | sules,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO GREEN,MARLBORO LUNA SHUFFLE,MARLBORO PRIME,MARLBORO RED B,MARLBORO WHITE
00P4H00001mQ5K3UAK_Image_Response_a0Z4H00000axbUPUAY,"TEREA AMBER | AED 144 | USD 40.00 | IQOS | PEREA | TEREA, | AMBER | Works only with ICOS ILUMA | Work's only with IDOS ILUMA | TEREA | TEREA | AMBERT | AMBER | Works only with IQOS ILUMA | Works only with ICOS ILUMA | TEREA TEAK | TEREA | TEREA | AMBER | AMBER | AED 144 | Works only with ICOS ILUMA | Works only with ICOS LLUMA | USD 40.00 | IQOS | TEREA | TEREA | AMBER | AMBER | Works only with IQÓS ILUMA | Worksonty with ICOSTLUMA | TEREA, | TEREA | TEAK | TEAK | Works ont with ICOBILUMA | Works only with icds ILUMA | TEREAT | TEREA | TEREÁ | TËREA | AMBER | AMBER | Works only with idas ILUMA | TEAK | Works only with 100$ ILUMA | TEAK | Works only with 100k ILUMA | Works only with | AED | 144 | USD | 40.00 | only | with | ILUMA | Works | ICOS",MARLBORO AMBER,CHOICE AMBER BURST,MARLBORO AMBER BURST,MARLBORO DOUBLE FUSION AMBER,AMBER,AMBER BURST,DOUBLE FUSION AMBER,,,
00PdP0000047afeUAA_Image_Response_a0Z4H00000axbURUAY,CARTONS | Smokin | HU | kills | SELECTED PREMIUM TOBACCOS | ACCITIONS | Smoking | kills | SELECTED PREMIUM TOBACCOS | du | Smoking | kills | MARLBORO | SELECTED | Red | 400's | AED 244 | USD 67.78 | PREMIUM | TOBACCOS | AED | 244 | USD | 67.78,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000006JCziUAG_Image_Response_a0Z4H00000axbUMUAY,Smoking | Maribero | kills | SELECTED PREMIUM TOBACCOS | ke | enz | Smoking | tosar | mald | seriously harms | hyd | you and others | cyani | around you | SELECTED PREMIUM TOBACCOS | Smoking | seriously harms | MARLBORO | you and other S | ALLE | Red | DDF | 200s | around you | DDF | SELECTED PF | AED 198.45 | USD 55.12 | www.dubaidutyfree.com | CREAL | A consistent taste experience | TM | from start to | finish. | FIRM FILTER TASTE | flip-top™box | In a Soft-Touch pack | ROUND | Smoking | kills | SELECTED | PREMIUM | TOBACCOS | seriously | harms | you | and | others | around | AED | 198.45 | USD | 55.12 | consistent | taste | experience | from | start | FILTER | TASTE | Soft-Touch | pack,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mtFbvUAE_Image_Response_a0Z4H00000axbULUAY,Your doctor | Smoking | or your | seriously harms | pharmacist | you and others | can help you | around you | stop smoking | SELECTED PREMIO MTO | ELECTED PREMIU M TO | Smoki | Smoking | seriously | seriously harms | you and o | you and others | around | around you | SELECTED PREMIU M | SELECTED PREMIUM OBACCOS | Smoki | Smoking | MARLBORO | Red | 200s's | AED 189.00 | PREMIUM | SELECTED PREMIUM TO | USD 52.50 | www.dubardutyfree.com | Your doctor | Smoking | or your | seriously harms | pharmacist | you and others | can help you | around you | stop smoking | SELECTED M | Smoking | Smoking | seriously harm | seriously harms | ns | you and others | S | you and others | Mara | around you | around you | PREMIUM | Smoking | Your | doctor | your | harms | you | and | others | can | help | stop | smoking | SELECTED | ELECTED | PREMIU | OBACCOS | AED | 189.00 | USD | 52.50 | harm,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001muqt6UAA_Image_Response_a0Z4H00000axbUNUAY,seriously harms | you and others | a look | around you | SHUFFLE | random mix of flavors | Smoking | seriously harms | sm | LICE | you and others | around you | UC | SHUFFLE | random mix of flavors | Smoking | en | kills | SHUFFLE | random mix of flavors | Smoking | SMY | seriously harms | LIGE | you and others | U | MARLBORO | SHUFFLE | ndom mix of flavors | Shuffle Menthol | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | seriously harms | am | 210 | you and others | around you | U | seriously | harms | you | and | others | around | random | mix | flavors | ndom | Shuffle | Menthol | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME
00PdP000002CtR0UAK_Image_Response_a0Z4H00000axbUKUAY,mix | Marlboro | Smoking | ing | kills | S | white | Marlboro | Ma | Marlboro | Marlboro | Smoking | kills | Mar | white | g | double mix | Your doct | Smoking | Manharo | Smoking | or your | pharmacis | kills | kills | can belive | MARLBORO | stop smokir | White | 200's | AED 198.45 | USD 55.12 | www.dubardulyfree.com | double | Your | doct | your | can | stop | AED | 198.45 | USD | 55.12,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO,MARLBORO PRIME
00PdP000003m4VsUAI_Image_Response_a0Z4H00000axbUMUAY,a | Mautboro | Smoking | kills | flavor mix | in from Soft pack | BOOKS | flip-top | A | consistent | wo | te | imperience | flip-top box | 3.7 | pack | MA | consistent | taste | experience | finish | start | to | Mort In from | a | Soft-Touch | pack | ROUND FIRM TM | flip-top box | Mantboro | U | Smoking | kills | M | Maylborn | Smoking | seriously harms | M | you and others | MARLBORO | Flavor Mix | 200s | AED 132 | USD 36.67 | www.dubaidulyfree.com | In a Soft-Touch pack | FIRM FILTER | flip-top™ box | ROUND TASTE | Marb | Marlboro | Smoking | seriously harms | crafted for | less smell | you and others | around | flavor | mix | from | box | seriously | harms | you | and | others | Flavor | Mix | AED | 132 | USD | 36.67 | FIRM | FILTER | ROUND | TASTE | crafted | for | less | smell,L&M STORM,ROOFTOP RED,MERIT FILTER,ROOFTOP GOLD,CHOICE FILTER,L&M RED,LARK FF,ROOFTOP SILVER,SG AZUL,MULTIFILTER RED
00P4H00001mQ5IFUA0_Image_Response_a0Z4H00000axbULUAY,Smoking | seriously harms | you and others | around you | SELECTED PREMIUM TOBACCOS | ROO CGARETTES PILTER | BACCOE | clu | I | DE | | Smoking | SAMPLE | BELB | kills | PACCOS | SELECTED PREMIUM TOBACCOS | CARTONS | n | Smoking | ns | seriously harms | rs | you and others | u | around you | MARLBORO | Gold | 400 | AED 233 | USD 64.72 | www.dubaidutyfree.com | Smoking | kills | - | - | horo | seriously | harms | you | and | others | around | SELECTED | PREMIUM | TOBACCOS | AED | 233 | USD | 64.72,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO RED B,MARLBORO GOLD B,MARLBORO RED FWD,MARLBORO REDGOLD
00P4H00001mtFDUUA2_Image_Response_a0Z4H00000axbUNUAY,A | DUBA | SKYLINE | DUBAI DUBA BA | AI | CARTONS | 21 | C | Smoking | kills | D | SELECTED PREMIUM TUBACCOS | P A | Acc | A | Murlauro | FILTER | Maelburu | FROM SMOKING START TO NCE | 2 | Smoking | seriously harms | MARLBORO | Red | SELECTED PREMIUM TOBACCOS | 400s | AED 233 | USD 64.72 | www.dubaidutyfree.com | A CONSISTENT | SMOKING EXPERIENCE | FROM START TO FINISH. | ACONSISTENT | EXPERIENCE | FROM START TO FINISH. | DUBAI | SELECTED | PREMIUM | FROM | SMOKING | START | NCE | seriously | harms | TOBACCOS | AED | 233 | USD | 64.72 | FINISH.,MERIT FILTER,L&M RED,LARK FF,SG AZUL,L&M COOL,LARK ONE,NEXT RED,ASSOS RED,DIANA BLU,LARK BLUE
00P4H00001mR31TUAS_Image_Response_a0Z4H00000axbURUAY,double fusion | double fusion | summer | summer | Smoking | Smoking | seriously harms | seriously harms | you and others | Tar5mg | Nicotine 0.A mg | you and others | around you | Carbon | monoxide 5mg | around you | stoma Adri | gionia - | Marlboro | Marlboro | double fusión | double fusion | summer | summer | Smoking | Smoking | seriously harms | seriously harms | you and others | you and others | around you | around yo | MARLBORO | Double Fusion Summer | 200s | AED 127 | USD 35.28 | www.dubaidutyfree.com | AL OFFER | Марнито | Martboro | Maribo | double fusion | double | fusion | seriously | harms | you | and | others | around | Double | Fusion | Summer | AED | 127 | USD | 35.28 | OFFER,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO DOUBLE FUSION,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00PdP000004kdfDUAQ_Image_Response_a0Z4H00000axbUQUAY,Marlbo | Manthoro | double f | double fusion | double fusion | summer | summer | summer | Smoking | Smoking | Smoking | seriously har | seriously harms | eriously harms | you and othe | you and others | you and others | around you | around you | around you | Marlboro | Mantboro | Marlboro | double fusion | double fusion | double fusion | summer | summer | summer | Smoking | Smoking | Smoking | seriously harms | seriously harms | seriously harms | you and others | vou and others | around | you and others | MARLBORO | Double Fusion | 200's | AED 132 | USD 36.67 | www.dubaidutyfree.com | double | fusion | seriously | har | harms | eriously | you | and | othe | others | vou | Double | Fusion | AED | 132 | USD | 36.67,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,L&M DOUBLE FORWARD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN
00PdP000006BRxcUAG_Image_Response_a0Z4H00000axbUQUAY,silver | Smoking | kills | blue | Ц | Smoking | MARLBORO | seriously harms | Silver Blue | oro | you and others | 200's | around you | blue | AED 128 | USD 35.56 | www.dubaidutyfree.com | Marlboro | Smoking | seriously harms | you and others | around you | Smoking | e | kills | er | seriously | harms | Silver | Blue | you | and | others | around | AED | 128 | USD | 35.56,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003mYP4UAM_Image_Response_a0Z4H00000axbUOUAY,king | 1A | Get help to | LONDON SW | stop smoking: | ses | DUNHILL | consult your | eing | TOBACCO OF LONDON LTD | doctor/ | EXCLUSIVE | e skin | MADE IN SWITZERLAND | pharmacist | Dumbill | oking | of the skin | YOUR | MS | use | DUNHILL | ١٦ه NOONOT of 0 | GOLD | ageing | ein | 200s | DUNHILL | causes | e S | AED 135 | USD 37.50 | Smoking | www.dubaadutyfree.com | DUNHILL | Smoking | causes | DUNHILL | TORACCO - Les | ageing | of the skin | DUNHILL | help to | smoking: | SEXY | WARA | DUNHILL | sult your | DUNHILL | octor/ | rmacist | .... | BEER | DUNHILL | MARK - | LONDON LYD | - | RESE | - | .... | atma | II | FUNTHER | DEEPER | DUNHILL | O | .. | TAKEN | TOBACCO OF LONDON LTD | = | I | ng: | Get | help | LONDON | stop | consult | your | TOBACCO | LTD | skin | MADE | SWITZERLAND | the | AED | 135 | USD | 37.50 | sult,DUNHILL RED,ROOFTOP GOLD,MARLBORO GOLD,DUNHILL SPECIAL RESERVE,NEXT XTRA GOLD,MARLBORO GOLD B,BOND STREET GOLD,CHOICE RICH GOLD,MARLBORO REDGOLD,ASSOS PREMIUM GOLD
00PdP000000vs5MUAQ_Image_Response_a0Z4H00000axbUJUAY,"400's | ORIGINAL RECESS | nd you | ESTD 19 | AED 263 | FIFTH AVENUE - | USD 73.06 | www.dubaidutyfree.com | - | that august | MORRIS | FOR DUTY FREE SALE ONLY | 21990 | SDATE 35 | RLIAMENT | PARLIAMEN | PARLIAMENT | PARLIAMENT | PARLIAMENT | PHULIPMORRIS | SP | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED"" | ORIGINAL RECESSED FILTER | Platinum | Platinum | PHIIPMORRI | ESTD 1931 | FIFTH AVENUE NEW | ORK | Smoking | Smoking | seriously harms | kills | YOU and | hers | PARLIAMENT | ound | od | Platinum Blue | 200's | AED 139 | USD 38.61 | www.dubardutyfree.com | n | FALLENGE | Tar 10 mo | ORIGINAL | RECESS | you | ESTD | AED | 263 | FIFTH | AVENUE - | USD | 73.06 | FOR DUTY | FILTER | NEW | seriously | harms | and | Blue | 139 | 38.61 | Tar",PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,MERIT FILTER,PARLIAMENT CARAT,PARLIAMENT NIGHT,MARLBORO PLATINUM,PARLIAMENT HYBRID,PARLIAMENT LIGHTS
00PdP00000077mMUAQ_Image_Response_a0Z4H00000axbULUAY,S G | 2 | OFFER | Smok | PARLIAMENT | Silver Blue | PARTIAMENT | ORIGINAL RECESSED FILTER | kill | ESTD 1931 | FIFTH AVENUE - NEW YORK | 2% | P | OFFER | Smoking | PARLIAMENT | seriously harm | Silver Blue | you and other | ORIGINAL RECESSED™ FILTER | around you | ESTD 1931 | FIFTH AVENUE NEW YORK | PARLIAMENT | Silver Blue | 400's | AED 263 | USD 73.06 | www.dubaidutyfree.com | PARLIAMENT | PARLIAMENT | ORIGINAL RECESSED FILTER | PAR | Silver | Blue | ORIGINAL | FILTER | ESTD | 1931 | FIFTH | AVENUE - NEW | YORK | seriously | you | and | other | around | AVENUE | NEW | AED | 263 | USD | 73.06,PARLIAMENT ONE,PARLIAMENT SSL,PARLIAMENT AQUA,PARLIAMENT BLUE,PARLIAMENT CARAT,PARLIAMENT NIGHT,PARLIAMENT HYBRID,PARLIAMENT LIGHTS,PARLIAMENT P BLUE,PARLIAMENT SILVER
00P4H00001lmLRCUA2_Image_Response_a0Z4H00000axbUMUAY,R4-CO2-ELP-2635 | n | CARTONS | ENOTRAS | EART ONS | Marlboro | Smoking | M | arM | kills | gold | e | CAR | SELECTED FINE TOBACCOS | (أ) | C | TRAD SE | Marlburo | Smoking | Mis | ? | kills | gold | MARLBORO | Gold | OS | DDF | 600's | AED 335 | USD 93.06 | www.dubaidutyfree.com | Monthone | Smoking | ONS | SELECTED | TOBACCOS | AED | 335 | USD | 93.06,MARLBORO MIX,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B
00P4H00001ll5atUAA_Image_Response_a0Z4H00000axbUKUAY,Maribu | Marlbook | Martbord | double mix | double mix | double mix | Smoking | Sm | Smoking | g | MARLBORO | seriously harms | Double Mix | you and others | kills | around you | 200's | AED 127 | USD 35.28 | Marlborg | Smoking | Smoking | Smoking | double | mix | seriously | harms | Double | Mix | you | and | others | around | AED | 127 | USD | 35.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO MICRO,MARLBORO PRIME,MARLBORO RED B,MARLBORO TOUCH
00PdP000000nNwMUAU_Image_Response_a0Z4H00000axbUJUAY,Davidoff | ELEGRETIES | Smoking | seriously har | you and othe | around you | SHUFFLE | random mix of flavors | Smoking | MARLBORO | KIII | Shuffle Menthol | DDE | 200's | DDF | S | ra | m | AED 132 | USD 36.67 | www.dubardutyfree.com | FRESH | BREATH | ZONE | SMELL CONTROL | CONTROL PAPER SMELL | SMOKE | SMELL | Manthoro | CONTROL | Smoking | g | seriously harms | you and others | seriously | har | you | and | othe | around | random | mix of | flavors | Shuffle | Menthol | AED | 132 | USD | 36.67 | CONTROL PAPER | harms | others,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000003m9vLUAQ_Image_Response_a0Z4H00000axbUMUAY,DDE | Martboro | Smoking | kills | touch | Marlboro | Smoking | seriously harms | you and others | around you | touch | Manhora | Smoking | kills | MARLBORO | Touch | 200's | AED 123 | USD 34.17 | www.dubaidutyfree.com | We | NDER | any form to minors. | 18 | Ibsum | SMART | -SEAL | Marlboro | SMART | -SEAL | - | silver blue | hoking | sly harms | and others | Marlbono | Smoking | seriously | harms | you | and | others | around | AED | 123 | USD | 34.17 | any | form | minors. | silver | blue,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00P4H00001mQ4fyUAC_Image_Response_a0Z4H00000axbUQUAY,"TEREA | A | du | cot | Works only with IQOS ILUMA | OS ILUMA | OOD | чно | This product is not risk free and | ee and | contains nicotine, which is addictive. | addictive. | AW | мртс H gag | A | TEREA | IQOS ILUMA | Works only with IQOS ILUMA | Thi | ree and | This product is not risk free and | contain | addictive. | contains nicotine, which is addictive. | EA | TEREA | only with IQOS ILUMA | Works only with IQOS ILUMA | and | cc | addictive | contains THE | TEREA | Yellow | 200's | AED 144 | USD 40.00 | www.dubaidutyfree.com | Works | only | with | IQOS | ILUMA | This | product | not | risk | free | contains | nicotine, | which | AED | 144 | USD | 40.00",DUNHILL RED,LARK FF,SG AZUL,LARK ONE,ASSOS RED,DIANA BLU,LARK BLUE,NEXT SNAP,ASSOS BLUE,LARK EXTRA
00P4H00001mQ4omUAC_Image_Response_a0Z4H00000axbUJUAY,Smoking | Wille | Marlboro | Smoking | seriously harms | you and others | king | around you | y harms | others | gold | d you | Smoking | seriously harms | oking | ills | Marlboro | you and others | around you | gold | Smoking | ns | rs | Marlboro | seriously harms | you and others | around you | gold | Marlboro | gold | Manthoro | Smoking | kills | golo | MARLBORO | Goid | 200's | AED 123 | USD 34.17 | icotine in any form to minors. | NDER | www.dubaidutyfree.com | 18 | M | seriously | harms | you | and | around | AED | 123 | USD | 34.17 | icotine | any | form | minors.,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
00PdP000000nHu9UAE_Image_Response_a0Z4H00000axbULUAY,3Rd | Smoking | Marlboro | kills | double ice | MARLBORO | Double Ice | 600's | AED 361 | USD 100.28 | www.dubaidutyfree.com | Marlb | double | ice | Double | Ice | AED | 361 | USD | 100.28,MARLBORO MIX,MARLBORO ONE,MARLBORO RED,MARLBORO EDGE,MARLBORO GOLD,MARLBORO AMBER,MARLBORO BLACK,MARLBORO CLEAR,MARLBORO GREEN,MARLBORO MICRO
