TERM,TERM_TYPE,TERM_LENGTH
RUBIO (RED),BRAND_DIFFERENTIATOR,11
SERIES 2,BRAND_DIFFERENTIATOR,8
SILVER GREEN,BRAND_DIFFERENTIATOR,12
3M L POUCH COPPER,BRAND_DIFFERENTIATOR,17
BLUNT XTRA WHITE GRAPE,BRAND_DIFFERENTIATOR,22
ACTIVATE DOUBLE MINT YELLOW,BRAND_DIFFERENTIATOR,27
EUCALYPTUS LEMON 0.8%,BRAND_DIFFERENTIATOR,21
MALACHITE GREEN,BRAND_DIFFERENTIATOR,15
ES 8,BRAND_DIFFERENTIATOR,4
CARIBBEAN OASIS,BRAND_DIFFERENTIATOR,15
RPM 100,BRAND_DIFFERENTIATOR,7
(DARK BROWN),BRAND_DIFFERENTIATOR,12
PACE,BRAND_DIFFERENTIATOR,4
LUXURY SILVER,BRAND_DIFFERENTIATOR,13
ACTIVA DOUBLE,BRAND_DIFFERENTIATOR,13
SUNRISEMIX,BRAND_DIFFERENTIATOR,10
DOUBLE BURST (2.5),BRAND_DIFFERENTIATOR,18
CLUB LIGHTS,BRAND_DIFFERENTIATOR,11
SLIMS GREY,BRAND_DIFFERENTIATOR,10
XSPRESSION (BLACK),BRAND_DIFFERENTIATOR,18
CIGAR LIBRE,BRAND_DIFFERENTIATOR,11
PRO BLUE RAZZ CLOUDZ,BRAND_DIFFERENTIATOR,20
CHEWY WATERMELON 20MG,BRAND_DIFFERENTIATOR,21
ALOE MANGO HONEYDEW 20MG,BRAND_DIFFERENTIATOR,24
RONDO FRESCO,BRAND_DIFFERENTIATOR,12
I - SHINE,BRAND_DIFFERENTIATOR,9
STRONG (BLUE),BRAND_DIFFERENTIATOR,13
SEASIDE FOREST S3,BRAND_DIFFERENTIATOR,17
TROPICAL SWIFT (0.5),BRAND_DIFFERENTIATOR,20
SUNBLUSH TWIST 1.6%,BRAND_DIFFERENTIATOR,19
INFINITY MANGO MELON 2%,BRAND_DIFFERENTIATOR,23
EXCLUSIVE CLASSIC,BRAND_DIFFERENTIATOR,17
EARL GREY 6,BRAND_DIFFERENTIATOR,11
STRAWBERRY 0MG,BRAND_DIFFERENTIATOR,14
WATERMELON,BRAND_DIFFERENTIATOR,10
(GOLD 3.0),BRAND_DIFFERENTIATOR,10
BLUEBERRY RASPBERRY 20MG,BRAND_DIFFERENTIATOR,24
OPTION PLUS,BRAND_DIFFERENTIATOR,11
WHITE S3,BRAND_DIFFERENTIATOR,8
SPECIAL QUALITY,BRAND_DIFFERENTIATOR,15
J-SERIES POWER BOOST,BRAND_DIFFERENTIATOR,20
SPECIAL SELECTION,BRAND_DIFFERENTIATOR,17
TRADITIONAL,BRAND_DIFFERENTIATOR,11
COMPACT 2,BRAND_DIFFERENTIATOR,9
GREEN SUNSET,BRAND_DIFFERENTIATOR,12
JASNY,BRAND_DIFFERENTIATOR,5
FINA,BRAND_DIFFERENTIATOR,4
TACTIL (WHITE),BRAND_DIFFERENTIATOR,14
REACH AMETHYST,BRAND_DIFFERENTIATOR,14
NFIX-MATE,BRAND_DIFFERENTIATOR,9
PRO STRAWBERRY ICE,BRAND_DIFFERENTIATOR,18
OF LONDON,BRAND_DIFFERENTIATOR,9
TOBACCO 20ML,BRAND_DIFFERENTIATOR,12
COOL,BRAND_DIFFERENTIATOR,4
SUPER SLIMS (BLUE),BRAND_DIFFERENTIATOR,18
INTERNATIONAL (ORANGE),BRAND_DIFFERENTIATOR,22
EXOTIC BLAST,BRAND_DIFFERENTIATOR,12
IBIZA CLIC,BRAND_DIFFERENTIATOR,10
ZEST BURST,BRAND_DIFFERENTIATOR,10
MINT MANIA S3,BRAND_DIFFERENTIATOR,13
ELECTRIC GREEN,BRAND_DIFFERENTIATOR,14
MALIBU MIST,BRAND_DIFFERENTIATOR,11
PREMIUM MENTHOL FROZEN 5,BRAND_DIFFERENTIATOR,24
GOLDEN BLEND,BRAND_DIFFERENTIATOR,12
INTERNATIONAL ULTRA LIGHTS,BRAND_DIFFERENTIATOR,26
DUO (WHITE),BRAND_DIFFERENTIATOR,11
MINIMA ULTIMATE LIGHT,BRAND_DIFFERENTIATOR,21
SKYLINE,BRAND_DIFFERENTIATOR,7
WILD MINT,BRAND_DIFFERENTIATOR,9
ACTIVA TRIPLE BEATS,BRAND_DIFFERENTIATOR,19
COMPACT BLUE 1,BRAND_DIFFERENTIATOR,14
MULTI FLAVOUR PACK,BRAND_DIFFERENTIATOR,18
MIDDAY DREAM,BRAND_DIFFERENTIATOR,12
CLASSIC (LIGHT BLUE),BRAND_DIFFERENTIATOR,20
MALLE,BRAND_DIFFERENTIATOR,5
XL (BLUE),BRAND_DIFFERENTIATOR,9
LEMON MINT 20MG,BRAND_DIFFERENTIATOR,15
PRESTO,BRAND_DIFFERENTIATOR,6
BLUEBERRY HAZE 500MG,BRAND_DIFFERENTIATOR,20
WIND BLUE KS 20S,BRAND_DIFFERENTIATOR,16
COOL ONE,BRAND_DIFFERENTIATOR,8
EARTH,BRAND_DIFFERENTIATOR,5
FRUIT DREAM,BRAND_DIFFERENTIATOR,11
NATURAL FLAVOR (BLUE),BRAND_DIFFERENTIATOR,21
HAVANA NIGHTS,BRAND_DIFFERENTIATOR,13
LEMON TART 20MG,BRAND_DIFFERENTIATOR,15
CHERRY TOBACCO,BRAND_DIFFERENTIATOR,14
DOUBLE BLACK,BRAND_DIFFERENTIATOR,12
SUPER STRONG,BRAND_DIFFERENTIATOR,12
AQUA RESIZED,BRAND_DIFFERENTIATOR,12
DEMI TWILIGHT CLICK,BRAND_DIFFERENTIATOR,19
SUPERSLIMS VIOLET,BRAND_DIFFERENTIATOR,17
VIRGINIA PAPEL,BRAND_DIFFERENTIATOR,14
REGULAR B,BRAND_DIFFERENTIATOR,9
TRIPLE MANGO 20MG,BRAND_DIFFERENTIATOR,17
CERULEAN 99,BRAND_DIFFERENTIATOR,11
XSENCE BLUE,BRAND_DIFFERENTIATOR,11
POPREEL PK1,BRAND_DIFFERENTIATOR,11
BLACK SERIES BLEU CLAIR,BRAND_DIFFERENTIATOR,23
SLEEVE TINTED TEAL,BRAND_DIFFERENTIATOR,18
PLATINUM DOUBLE,BRAND_DIFFERENTIATOR,15
FRESH LYCHEE ETERNITY 7K,BRAND_DIFFERENTIATOR,24
TROPIC SPRITZ S3,BRAND_DIFFERENTIATOR,16
LEMONADE 5%,BRAND_DIFFERENTIATOR,11
CENTURY 64MM,BRAND_DIFFERENTIATOR,12
LONG PANATELLA,BRAND_DIFFERENTIATOR,14
SLIMS Q LINE,BRAND_DIFFERENTIATOR,12
RED ENERGY,BRAND_DIFFERENTIATOR,10
CAPSULE FLOW,BRAND_DIFFERENTIATOR,12
WATERMELON ICE 10 MG,BRAND_DIFFERENTIATOR,20
LUCIA,BRAND_DIFFERENTIATOR,5
REMIX 3MG,BRAND_DIFFERENTIATOR,9
XS SPARKLE MIX,BRAND_DIFFERENTIATOR,14
CLASSIC BLUE LEAF,BRAND_DIFFERENTIATOR,17
FINISSIMOS (SELECT),BRAND_DIFFERENTIATOR,19
LEATHER FOLIO M RED,BRAND_DIFFERENTIATOR,19
(CAP 2.4 HOT PINK),BRAND_DIFFERENTIATOR,18
TOASTED,BRAND_DIFFERENTIATOR,7
OF LONDON DEMI CLICK PURPLE,BRAND_DIFFERENTIATOR,27
FRENCH POLA,BRAND_DIFFERENTIATOR,11
PRO VANILLA 6MG,BRAND_DIFFERENTIATOR,15
DOUBLE OPTION,BRAND_DIFFERENTIATOR,13
REDEFINED (BLACK),BRAND_DIFFERENTIATOR,17
DOUBLE CHERRY,BRAND_DIFFERENTIATOR,13
MEDIUM CLASSIC,BRAND_DIFFERENTIATOR,14
ELFBULL STRAWBERRY 20MG,BRAND_DIFFERENTIATOR,23
MENTHOL 1,BRAND_DIFFERENTIATOR,9
SIGNATURE RUM,BRAND_DIFFERENTIATOR,13
TRUSKAWKA,BRAND_DIFFERENTIATOR,9
SCADO,BRAND_DIFFERENTIATOR,5
SPHERE2 ZESTY,BRAND_DIFFERENTIATOR,13
FRENCH ICE BLAN,BRAND_DIFFERENTIATOR,15
KIWI STRAWBERRY 20MG,BRAND_DIFFERENTIATOR,20
BARREL AGED,BRAND_DIFFERENTIATOR,11
L'ORIGINALE MENTHE,BRAND_DIFFERENTIATOR,18
GAMMA,BRAND_DIFFERENTIATOR,5
LONGTIME 8,BRAND_DIFFERENTIATOR,10
MANGO NECTAR 9MG,BRAND_DIFFERENTIATOR,16
LAKRITS,BRAND_DIFFERENTIATOR,7
HYBRID 3.0 CARMINE RED CAP,BRAND_DIFFERENTIATOR,26
08 SMOOTH LIQUORICE S1 SLIM,BRAND_DIFFERENTIATOR,27
SPECIAL BLEND ORIGINAL,BRAND_DIFFERENTIATOR,22
PINAPPLE STRAWBERRY BANANA 10K,BRAND_DIFFERENTIATOR,30
ICE BURST CLICK 1,BRAND_DIFFERENTIATOR,17
YINGHONGXIN,BRAND_DIFFERENTIATOR,11
EPP MIX BERRIES 20MG,BRAND_DIFFERENTIATOR,20
NANO MENTA,BRAND_DIFFERENTIATOR,10
0.4 X-SLIMS,BRAND_DIFFERENTIATOR,11
REACH GREEN CAP,BRAND_DIFFERENTIATOR,15
NOW PEACH 0.8% 2ML,BRAND_DIFFERENTIATOR,18
CAPPUCCINO 6%,BRAND_DIFFERENTIATOR,13
S2 STRAWBERRY KIWI 2%,BRAND_DIFFERENTIATOR,21
ACTIVATE MINT GREEN,BRAND_DIFFERENTIATOR,19
STRAWBERRY ICE 18MG,BRAND_DIFFERENTIATOR,19
AVENUE,BRAND_DIFFERENTIATOR,6
TANGY TERRACOTTA,BRAND_DIFFERENTIATOR,16
CHERRY LEMONADE 20MG,BRAND_DIFFERENTIATOR,20
OPTION PURPLE,BRAND_DIFFERENTIATOR,13
PLUS GRAPE ICE,BRAND_DIFFERENTIATOR,14
LEGERES,BRAND_DIFFERENTIATOR,7
MONT BLANC RED LABEL,BRAND_DIFFERENTIATOR,20
VIEUX SEMOIS,BRAND_DIFFERENTIATOR,12
MAUVE 1.8%,BRAND_DIFFERENTIATOR,10
DUO CONVERTIBLES,BRAND_DIFFERENTIATOR,16
SIL SLEEVE CHARMING BLUE,BRAND_DIFFERENTIATOR,24
ONE TOBACCO 1.8%,BRAND_DIFFERENTIATOR,16
INTERNATIONAL BALANCED MOMENTS,BRAND_DIFFERENTIATOR,30
FREEZE XSTRONG S4,BRAND_DIFFERENTIATOR,17
BEYOND GOLD MINT,BRAND_DIFFERENTIATOR,16
TINGLING MINT S5 SLIM,BRAND_DIFFERENTIATOR,21
LAB MAGENTA FLOW,BRAND_DIFFERENTIATOR,16
VIRGINIA BLUE,BRAND_DIFFERENTIATOR,13
SPRINGWATER,BRAND_DIFFERENTIATOR,11
CRYSTAL BLUE,BRAND_DIFFERENTIATOR,12
MIXX 5,BRAND_DIFFERENTIATOR,6
STRAWBERRY ICE 0MG,BRAND_DIFFERENTIATOR,18
MILD VIRGINIA TASTE,BRAND_DIFFERENTIATOR,19
GÖTEBORGS RAPÉ SPARKLING,BRAND_DIFFERENTIATOR,24
MIDDLE,BRAND_DIFFERENTIATOR,6
ICE PLUS,BRAND_DIFFERENTIATOR,8
CLICK & ROLL FRESH,BRAND_DIFFERENTIATOR,18
SUPERIOR SUMATRA,BRAND_DIFFERENTIATOR,16
LSS V1,BRAND_DIFFERENTIATOR,6
VIV MENTHOL,BRAND_DIFFERENTIATOR,11
HIGH BERRY,BRAND_DIFFERENTIATOR,10
BERRY MIX 18MG,BRAND_DIFFERENTIATOR,14
CARLTON (CREMA),BRAND_DIFFERENTIATOR,15
EVOLVED RED,BRAND_DIFFERENTIATOR,11
FINE SILVER FRM,BRAND_DIFFERENTIATOR,15
PINA COLADA 24MG,BRAND_DIFFERENTIATOR,16
MENTHE 1,BRAND_DIFFERENTIATOR,8
YELLO,BRAND_DIFFERENTIATOR,5
VOYAGE CAPE TOWN WHITE S3,BRAND_DIFFERENTIATOR,25
RE-MIX,BRAND_DIFFERENTIATOR,6
CLUB 10,BRAND_DIFFERENTIATOR,7
TOBACCO TASTE,BRAND_DIFFERENTIATOR,13
FRENCH LINE,BRAND_DIFFERENTIATOR,11
DOUBLE CLICK CRISP,BRAND_DIFFERENTIATOR,18
SUNSET SWING,BRAND_DIFFERENTIATOR,12
CITRIC MIX,BRAND_DIFFERENTIATOR,10
MANGO MINT,BRAND_DIFFERENTIATOR,10
MEDIUM GOLDEN,BRAND_DIFFERENTIATOR,13
BLENDED R,BRAND_DIFFERENTIATOR,9
EXPORT BLACK,BRAND_DIFFERENTIATOR,12
SPECIAL BLEND 10MG,BRAND_DIFFERENTIATOR,18
CHERRY COLA ICE 20MG,BRAND_DIFFERENTIATOR,20
MANDARIN PEARL,BRAND_DIFFERENTIATOR,14
BOOST 1,BRAND_DIFFERENTIATOR,7
MON,BRAND_DIFFERENTIATOR,3
OF LONDON (RED),BRAND_DIFFERENTIATOR,15
PRO STRAWBERRY BDAY,BRAND_DIFFERENTIATOR,19
ENERGY SPARK MINT,BRAND_DIFFERENTIATOR,17
ALL WHITE ESPRESSINO S4,BRAND_DIFFERENTIATOR,23
GOLDEN LEAF WHITE,BRAND_DIFFERENTIATOR,17
ICE BLAST MEGA 5,BRAND_DIFFERENTIATOR,16
LUMINA,BRAND_DIFFERENTIATOR,6
BAR RASPBERRY WATERMELON,BRAND_DIFFERENTIATOR,24
TROPICAL LIME (11MG/ML),BRAND_DIFFERENTIATOR,23
BY ROTHMANS PRIMA,BRAND_DIFFERENTIATOR,17
1 MILITARY,BRAND_DIFFERENTIATOR,10
ADVANCE SMOOTH BLACK,BRAND_DIFFERENTIATOR,20
QUARTZ ROSE,BRAND_DIFFERENTIATOR,11
PREMIUM QUALITY (RED),BRAND_DIFFERENTIATOR,21
SUNRISE JOY,BRAND_DIFFERENTIATOR,11
SUPERIOR BLEND 0.1,BRAND_DIFFERENTIATOR,18
TRAY ROYAL BLUE,BRAND_DIFFERENTIATOR,15
DOUBLE COLD,BRAND_DIFFERENTIATOR,11
MENTHOL ULTRA LIGHT,BRAND_DIFFERENTIATOR,19
GRAPE CHOICE,BRAND_DIFFERENTIATOR,12
WINDY MENTHOL,BRAND_DIFFERENTIATOR,13
MIXED BERRY MENTHOL 20MG,BRAND_DIFFERENTIATOR,24
ICY MINT 20MG,BRAND_DIFFERENTIATOR,13
FILTRO BRANCO DE LUXO,BRAND_DIFFERENTIATOR,21
ONE MELLOW TOBACCO 1.6%,BRAND_DIFFERENTIATOR,23
SUMMER BLUSH 1.6%,BRAND_DIFFERENTIATOR,17
WATERMELON STRAWBERRY 0MG,BRAND_DIFFERENTIATOR,25
CLIP ON TRAY MIX,BRAND_DIFFERENTIATOR,16
MICRON GRAPHITE,BRAND_DIFFERENTIATOR,15
FRESH LYCHEE ESSENTIAL 1500,BRAND_DIFFERENTIATOR,27
3M CAP BLOSSOM PINK,BRAND_DIFFERENTIATOR,19
FINE FLAVOR ORIGINAL,BRAND_DIFFERENTIATOR,20
TROPIC S4,BRAND_DIFFERENTIATOR,9
SUPREME CHOICE NR.03,BRAND_DIFFERENTIATOR,20
WATERMELON ACAI 20MG,BRAND_DIFFERENTIATOR,20
LYCHEE ICE INFINITY 5K,BRAND_DIFFERENTIATOR,22
NOW CLASSIC 3.5% 5ML,BRAND_DIFFERENTIATOR,20
GOLD CUT 64MM,BRAND_DIFFERENTIATOR,13
MINI CHOCOLATE,BRAND_DIFFERENTIATOR,14
SUNSET BOULEVARD,BRAND_DIFFERENTIATOR,16
STRAWBERRY DESSERT 20MG,BRAND_DIFFERENTIATOR,23
TROPIC WHITE S4,BRAND_DIFFERENTIATOR,15
SUNRISE LEMON CRUSH,BRAND_DIFFERENTIATOR,19
BLUE SODA,BRAND_DIFFERENTIATOR,9
MINT20 POD,BRAND_DIFFERENTIATOR,10
BLUEBERRY ENERGIZE,BRAND_DIFFERENTIATOR,18
CITRUS CHILL 6MG,BRAND_DIFFERENTIATOR,16
LA NUIT,BRAND_DIFFERENTIATOR,7
LYCHEE 2%,BRAND_DIFFERENTIATOR,9
CLASSIC,BRAND_DIFFERENTIATOR,7
RED 1.8%,BRAND_DIFFERENTIATOR,8
PLAIN,BRAND_DIFFERENTIATOR,5
NOW BLUEBERRY 3.5% 18ML,BRAND_DIFFERENTIATOR,23
FINE FLAVOR,BRAND_DIFFERENTIATOR,11
UNIQUE YELLOW,BRAND_DIFFERENTIATOR,13
EDGE (SILVER),BRAND_DIFFERENTIATOR,13
MENTOL,BRAND_DIFFERENTIATOR,6
CLEAR MINT PLOOM TECH +,BRAND_DIFFERENTIATOR,23
PREMIUM GOLD,BRAND_DIFFERENTIATOR,12
0.5,BRAND_DIFFERENTIATOR,3
MELANGE BLOND,BRAND_DIFFERENTIATOR,13
FEELIN X,BRAND_DIFFERENTIATOR,8
VELVET GREEN,BRAND_DIFFERENTIATOR,12
MAGNUM,BRAND_DIFFERENTIATOR,6
BLUE MIX,BRAND_DIFFERENTIATOR,8
DOUBLE APPLE 2ML 18MG,BRAND_DIFFERENTIATOR,21
CZERWONY,BRAND_DIFFERENTIATOR,8
SUBTLE,BRAND_DIFFERENTIATOR,6
LUMINO,BRAND_DIFFERENTIATOR,6
WARM REGULAR,BRAND_DIFFERENTIATOR,12
GOLDEN PIPE,BRAND_DIFFERENTIATOR,11
HERBAL,BRAND_DIFFERENTIATOR,6
QUEEN,BRAND_DIFFERENTIATOR,5
BLACK FRESH (2.0),BRAND_DIFFERENTIATOR,17
FOUR FLAVOR OPTION 6,BRAND_DIFFERENTIATOR,20
EXTRA KINGS RED,BRAND_DIFFERENTIATOR,15
MAUVE MIX 0%,BRAND_DIFFERENTIATOR,12
ROLLS 70% MORE,BRAND_DIFFERENTIATOR,14
TIDAL PEARL,BRAND_DIFFERENTIATOR,11
(GOLD-GREEN),BRAND_DIFFERENTIATOR,12
SELECT WHITE FRM,BRAND_DIFFERENTIATOR,16
CLICK SWITCH,BRAND_DIFFERENTIATOR,12
FRESH S2,BRAND_DIFFERENTIATOR,8
CHOICE GREEN,BRAND_DIFFERENTIATOR,12
COMPACT PLUS (BLUE),BRAND_DIFFERENTIATOR,19
QUEBEC,BRAND_DIFFERENTIATOR,6
LAGOON BLUE,BRAND_DIFFERENTIATOR,11
WENAX U,BRAND_DIFFERENTIATOR,7
MANGO 3K,BRAND_DIFFERENTIATOR,8
CRANBERRY 2%,BRAND_DIFFERENTIATOR,12
TROPIC VIBE,BRAND_DIFFERENTIATOR,11
XS CASTER 1,BRAND_DIFFERENTIATOR,11
SOLID 2.0 PLUS AGATE BLACK,BRAND_DIFFERENTIATOR,26
PERLE VERTE,BRAND_DIFFERENTIATOR,11
EVOLUTION,BRAND_DIFFERENTIATOR,9
SWEET WHITE,BRAND_DIFFERENTIATOR,11
SPM,BRAND_DIFFERENTIATOR,3
1871 SILVER,BRAND_DIFFERENTIATOR,11
TIME 64MM,BRAND_DIFFERENTIATOR,9
AUTHENTIC VIRGINIA,BRAND_DIFFERENTIATOR,18
RUBIO PRESS & FRESH,BRAND_DIFFERENTIATOR,19
LUXURY BLACK,BRAND_DIFFERENTIATOR,12
ONYX SILVER,BRAND_DIFFERENTIATOR,11
NEEDLES TROPIC FRUITS 1.8%,BRAND_DIFFERENTIATOR,26
PURE ARTISAN CUT NO 1,BRAND_DIFFERENTIATOR,21
MAG PEACH LEMON,BRAND_DIFFERENTIATOR,15
BERRY WATERMELON 20MG,BRAND_DIFFERENTIATOR,21
FINE CUT LIGHTS,BRAND_DIFFERENTIATOR,15
CITRUS ORANGEADE 20MG,BRAND_DIFFERENTIATOR,21
SUPERKINGS BRIGHT BLUE,BRAND_DIFFERENTIATOR,22
3&3 DUO L SLEEVE SAND,BRAND_DIFFERENTIATOR,21
EXCLUSIVE BROWN,BRAND_DIFFERENTIATOR,15
RED WAVE 1.8%,BRAND_DIFFERENTIATOR,13
TOBACCO 1.5ML,BRAND_DIFFERENTIATOR,13
ROSE FLAVOUR,BRAND_DIFFERENTIATOR,12
EVOLUTION 3MG,BRAND_DIFFERENTIATOR,13
LOWIT 5500 MIXED BERRIES 2%,BRAND_DIFFERENTIATOR,27
COCA COLA 2%,BRAND_DIFFERENTIATOR,12
(BLUE SELECT),BRAND_DIFFERENTIATOR,13
RUBIO (BLUE),BRAND_DIFFERENTIATOR,12
VIRGINIA KINGS,BRAND_DIFFERENTIATOR,14
SILVER EXTRA LIGHTS,BRAND_DIFFERENTIATOR,19
APPLE 12 MG,BRAND_DIFFERENTIATOR,11
REAL SUNEST,BRAND_DIFFERENTIATOR,11
GREEN BLAST,BRAND_DIFFERENTIATOR,11
CINNAMON FIREBALL CANDY 20MG,BRAND_DIFFERENTIATOR,28
DUET 6,BRAND_DIFFERENTIATOR,6
OPTION REVO (WHITE),BRAND_DIFFERENTIATOR,19
DOUBLE MINT EXTREME WHITE,BRAND_DIFFERENTIATOR,25
TOUCH EDITION (GREY),BRAND_DIFFERENTIATOR,20
HAWAII SUNLIGHT,BRAND_DIFFERENTIATOR,15
JIU ZHOU TENG LONG (BLUE),BRAND_DIFFERENTIATOR,25
ID (BLUE),BRAND_DIFFERENTIATOR,9
1997-SP.300,BRAND_DIFFERENTIATOR,11
PEACH BLUE RASPBERRY 0MG,BRAND_DIFFERENTIATOR,24
STICKS FRESH,BRAND_DIFFERENTIATOR,12
TROPICAL GOLDEN BUNCH 1.8%,BRAND_DIFFERENTIATOR,26
IMPULSE VIOLET,BRAND_DIFFERENTIATOR,14
SOLID EZ ROSE GOLD,BRAND_DIFFERENTIATOR,18
SOLID 3.0. STELLAR RED,BRAND_DIFFERENTIATOR,22
SILVER SLIDE,BRAND_DIFFERENTIATOR,12
ARTISTS BLUE,BRAND_DIFFERENTIATOR,12
VINCI Q,BRAND_DIFFERENTIATOR,7
VIVID,BRAND_DIFFERENTIATOR,5
GREEN SPEARMINT 6MG,BRAND_DIFFERENTIATOR,19
LUX SYNYA,BRAND_DIFFERENTIATOR,9
VIKII PRO,BRAND_DIFFERENTIATOR,9
RED APPLE WATERMELON 20MG,BRAND_DIFFERENTIATOR,25
RELOAD BLUEBERRY ICE 1000,BRAND_DIFFERENTIATOR,25
LIL SOLID ES CAP METALLIC AMBE,BRAND_DIFFERENTIATOR,30
BLBR STRWB BLUEBERRY 20MG,BRAND_DIFFERENTIATOR,25
AROME BRISE,BRAND_DIFFERENTIATOR,11
SOUR APPLE 1.8%,BRAND_DIFFERENTIATOR,15
RED STYLE,BRAND_DIFFERENTIATOR,9
PREMIUM 4,BRAND_DIFFERENTIATOR,9
AROME L'EMOTION,BRAND_DIFFERENTIATOR,15
XINZHIWANYAN,BRAND_DIFFERENTIATOR,12
REMPAH,BRAND_DIFFERENTIATOR,6
GREEN GARUDA,BRAND_DIFFERENTIATOR,12
ROYALS DEMI SILVER,BRAND_DIFFERENTIATOR,18
MINT ICE INFINITY 5K,BRAND_DIFFERENTIATOR,20
LEMON 18MG,BRAND_DIFFERENTIATOR,10
PURPLE BLUE,BRAND_DIFFERENTIATOR,11
BANANA COCONUT 6%,BRAND_DIFFERENTIATOR,17
RUMBA MIX,BRAND_DIFFERENTIATOR,9
LA ROSE LONGS,BRAND_DIFFERENTIATOR,13
FRUITS BOOST,BRAND_DIFFERENTIATOR,12
DUBAI NIGHTS,BRAND_DIFFERENTIATOR,12
RASPBERRY SORBET 250MG,BRAND_DIFFERENTIATOR,22
LBS MIX GREEN,BRAND_DIFFERENTIATOR,13
SAVEUR FRUITS ROUGES 10MG,BRAND_DIFFERENTIATOR,25
KISA KIRMIZI,BRAND_DIFFERENTIATOR,12
FLEXUS STIK,BRAND_DIFFERENTIATOR,11
PRIME SUPERLIGHTS,BRAND_DIFFERENTIATOR,17
WILD FREEDOM,BRAND_DIFFERENTIATOR,12
ORIGINS BLUE,BRAND_DIFFERENTIATOR,12
SYMPHONIC 7,BRAND_DIFFERENTIATOR,11
XS PLUS DUO,BRAND_DIFFERENTIATOR,11
NICE,BRAND_DIFFERENTIATOR,4
A ROULER,BRAND_DIFFERENTIATOR,8
RASPBERRY LEMONADE 20MG,BRAND_DIFFERENTIATOR,23
BLUE (4.0),BRAND_DIFFERENTIATOR,10
BLENDED,BRAND_DIFFERENTIATOR,7
NANO SILVER,BRAND_DIFFERENTIATOR,11
MENTOS 20MG,BRAND_DIFFERENTIATOR,11
COUNTRY,BRAND_DIFFERENTIATOR,7
IMPULSE,BRAND_DIFFERENTIATOR,7
ULTRA SLIM LIGHTS,BRAND_DIFFERENTIATOR,17
AMERICAN (RED),BRAND_DIFFERENTIATOR,14
FLAVOUR,BRAND_DIFFERENTIATOR,7
NO.77,BRAND_DIFFERENTIATOR,5
3 DUO MS,BRAND_DIFFERENTIATOR,8
FINE CUT GOLD,BRAND_DIFFERENTIATOR,13
SLIMS CLASSIC,BRAND_DIFFERENTIATOR,13
CHENXIANG,BRAND_DIFFERENTIATOR,9
MINI (RED),BRAND_DIFFERENTIATOR,10
ONE STARTER KIT 2P PKGV,BRAND_DIFFERENTIATOR,23
TANGY PURPLE 1.8%,BRAND_DIFFERENTIATOR,17
NOW BLUE RASPBERRY 3.5%,BRAND_DIFFERENTIATOR,23
VILAGOSKEK,BRAND_DIFFERENTIATOR,10
OBSIDIAN TOBACCO,BRAND_DIFFERENTIATOR,16
AUTHENTIC BLUE,BRAND_DIFFERENTIATOR,14
VIOLET SMOOTH,BRAND_DIFFERENTIATOR,13
QUANTUM ONE,BRAND_DIFFERENTIATOR,11
DESERT,BRAND_DIFFERENTIATOR,6
SENSE 5,BRAND_DIFFERENTIATOR,7
DOUBLE CLICK RED ZONE,BRAND_DIFFERENTIATOR,21
HAND ROLLING,BRAND_DIFFERENTIATOR,12
MIXED FRUITS,BRAND_DIFFERENTIATOR,12
MODE EKLIPSE BURGUNDY,BRAND_DIFFERENTIATOR,21
ALIEN KIWI GUAVA PASSIONFRUIT,BRAND_DIFFERENTIATOR,29
NORMAL,BRAND_DIFFERENTIATOR,6
D-LINE BLUE,BRAND_DIFFERENTIATOR,11
CONVERTIBLES (BLUE),BRAND_DIFFERENTIATOR,19
COMPACT TROPICAL MOUSSE 5%,BRAND_DIFFERENTIATOR,26
PRO WATERMELON 6MG,BRAND_DIFFERENTIATOR,18
SIENNA DUO BUNDLE,BRAND_DIFFERENTIATOR,17
BLONDES ONE,BRAND_DIFFERENTIATOR,11
LONGBOARD BLUE,BRAND_DIFFERENTIATOR,14
RUBY BERRY 17MG,BRAND_DIFFERENTIATOR,15
(3.0 MULTI GRAPHITE),BRAND_DIFFERENTIATOR,20
CORE FLAVOR (FWD),BRAND_DIFFERENTIATOR,17
ENERGY DRINK 0MG,BRAND_DIFFERENTIATOR,16
GOLD LEAF LIGHTS,BRAND_DIFFERENTIATOR,16
DAHUANGSHAN,BRAND_DIFFERENTIATOR,11
COLD,BRAND_DIFFERENTIATOR,4
SUMMER,BRAND_DIFFERENTIATOR,6
ORIGINAL 4MG,BRAND_DIFFERENTIATOR,12
DIAMOND TECH,BRAND_DIFFERENTIATOR,12
COCONUT,BRAND_DIFFERENTIATOR,7
ALL WHITE PEPPERMINT S3,BRAND_DIFFERENTIATOR,23
CRYSTAL 18MG,BRAND_DIFFERENTIATOR,12
FINE CUT (NAVY),BRAND_DIFFERENTIATOR,15
DOMINICAN SELECTION,BRAND_DIFFERENTIATOR,19
CHANGE GREEN,BRAND_DIFFERENTIATOR,12
SIGNATURE WHITE,BRAND_DIFFERENTIATOR,15
ESSENTIAL FLAVOR (BLUE),BRAND_DIFFERENTIATOR,23
REAL GREEN,BRAND_DIFFERENTIATOR,10
BLOSSOM MIST,BRAND_DIFFERENTIATOR,12
NIO YAKULT,BRAND_DIFFERENTIATOR,10
