matched_products_per_image.csvIMAGE_ID,RAW_TEXT,BRAND_FAMILIES_FOUND,DIFFERENTIATORS_FOUND,FULL_PRODUCT_MATCHES,CONFIDENCE_SCORE
00P4H00001msv8DUAQ_Image_Response_a0Z4H00000axbURUAY,TEREA DIMEN IONS  YUGEN  AED 198  USD 5500  UNITED 15 NOT RISK FREE AND  PEOPLINE WHICH IS ADDICTIVE  IQOS  REA  TEREA  YUGEN  WORKS ONN WITH  TEREA  TEREA  WORKS ANY WITH 00 ALMA  I  FEREAL  WORLD THE   WITH WITH A MAURIA  TERRA  FRES  AND  ARE  ARE  TEREA  DIMEN  IONS  AED  198  USD  5500  RISK  FREE  WHICH  ADDICTIVE  WITH,LM,,,2
00P4H00001msv7rUAA_Image_Response_a0Z4H00000axbUMUAY,USD 2639  WWWSLUBA  HILIP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIP  MORRIS PHILIP MORRIS PHILIP MORRIS  HIUP MORRIS PHILIP MORRIS PHILIP MO  JP MORRIS PHILIP MORRIS PHILIP MORRIS  PM  PHILIP MORRIS PHIUP MORRIS PHILIP MO  LIP MORRIS PHILIP MORRIS PHILIP MORRIS  PHILIP MORRIS PHIL LIP MORRIS PHILIP MO  VENTVIDIAVICI  V LIP MORRIS PHILIP MORRIS PHILIP MORRIS  PHILIP MORE  MUP MORRIS  PHILIP MORE  PHILIP MORE  PHILIP MORRIS  ILIP MORRIS  PHILIP MORE  UP MORRIS  MORRIS  PHILIP MORRIS PHILIP MORRIS PHILIP MORRIS PHILIPMORRIS PHILIP MORRIS PHILIP MORRIS  SMOKING KILLS  PHILIP MADE UNDER PHILIP MORRIS  AUTHORITY MORRIS  KLIP MORRIS PHOLIP MORRIS PHILIP MOR  USD  2639  HILIP  PHILIP  PHIUP  LIP  PHIL  MORE  PHILIPMORRIS  SMOKING  KILLS  MADE  UNDER  AUTHORITY  MORRIS  MOR,PHILIP MORRIS,,,2
00P4H00001mOs4KUAS_Image_Response_a0Z4H00000axbUKUAY,NOS  OURO  UBLE ICE  SMOKING  OKING  MERIDOBA  KILLS  KILLS  LUNA SHUFFLE  E ONLY  EL  SMOKING  KILLS  LUNA SHUFFLE  MINTE  OF  MENTHOL  CAPSULES  MIX  OF  C  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  LUNA SHUFFLE  MG  06 MG    6 MG   MARLBORO  LUNA SHUFFLE  200S  AED 127  USD 3528  OFFER  SULES 0  WWWDUBAIDUTYFREECOM  SULES C  UBLE  ICE  LUNA  SHUFFLE  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  LUNA  SHUFFLE  AED  127  USD  3528  SULES,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00P4H00001mQ5K3UAK_Image_Response_a0Z4H00000axbUPUAY,TEREA AMBER  AED 144  USD 4000  IQOS  PEREA  TEREA  AMBER  WORKS ONLY WITH ICOS ILUMA  WORKS ONLY WITH IDOS ILUMA  TEREA  TEREA  AMBERT  AMBER  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH ICOS ILUMA  TEREA TEAK  TEREA  TEREA  AMBER  AMBER  AED 144  WORKS ONLY WITH ICOS ILUMA  WORKS ONLY WITH ICOS LLUMA  USD 4000  IQOS  TEREA  TEREA  AMBER  AMBER  WORKS ONLY WITH IQS ILUMA  WORKSONTY WITH ICOSTLUMA  TEREA  TEREA  TEAK  TEAK  WORKS ONT WITH ICOBILUMA  WORKS ONLY WITH ICDS ILUMA  TEREAT  TEREA  TERE  TREA  AMBER  AMBER  WORKS ONLY WITH IDAS ILUMA  TEAK  WORKS ONLY WITH 100 ILUMA  TEAK  WORKS ONLY WITH 100K ILUMA  WORKS ONLY WITH  AED  144  USD  4000  ONLY  WITH  ILUMA  WORKS  ICOS,,AMBER,,1
00PdP0000047afeUAA_Image_Response_a0Z4H00000axbURUAY,CARTONS  SMOKIN  HU  KILLS  SELECTED PREMIUM TOBACCOS  ACCITIONS  SMOKING  KILLS  SELECTED PREMIUM TOBACCOS  DU  SMOKING  KILLS  MARLBORO  SELECTED  RED  400S  AED 244  USD 6778  PREMIUM  TOBACCOS  AED  244  USD  6778,MARLBORO,RED,,3
00PdP000006JCziUAG_Image_Response_a0Z4H00000axbUMUAY,SMOKING  MARIBERO  KILLS  SELECTED PREMIUM TOBACCOS  KE  ENZ  SMOKING  TOSAR  MALD  SERIOUSLY HARMS  HYD  YOU AND OTHERS  CYANI  AROUND YOU  SELECTED PREMIUM TOBACCOS  SMOKING  SERIOUSLY HARMS  MARLBORO  YOU AND OTHER S  ALLE  RED  DDF  200S  AROUND YOU  DDF  SELECTED PF  AED 19845  USD 5512  WWWDUBAIDUTYFREECOM  CREAL  A CONSISTENT TASTE EXPERIENCE  TM  FROM START TO  FINISH  FIRM FILTER TASTE  FLIPTOPBOX  IN A SOFTTOUCH PACK  ROUND  SMOKING  KILLS  SELECTED  PREMIUM  TOBACCOS  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  19845  USD  5512  CONSISTENT  TASTE  EXPERIENCE  FROM  START  FILTER  TASTE  SOFTTOUCH  PACK,MARLBORO,"FILTER, RED",,4
00P4H00001mtFbvUAE_Image_Response_a0Z4H00000axbULUAY,YOUR DOCTOR  SMOKING  OR YOUR  SERIOUSLY HARMS  PHARMACIST  YOU AND OTHERS  CAN HELP YOU  AROUND YOU  STOP SMOKING  SELECTED PREMIO MTO  ELECTED PREMIU M TO  SMOKI  SMOKING  SERIOUSLY  SERIOUSLY HARMS  YOU AND O  YOU AND OTHERS  AROUND  AROUND YOU  SELECTED PREMIU M  SELECTED PREMIUM OBACCOS  SMOKI  SMOKING  MARLBORO  RED  200SS  AED 18900  PREMIUM  SELECTED PREMIUM TO  USD 5250  WWWDUBARDUTYFREECOM  YOUR DOCTOR  SMOKING  OR YOUR  SERIOUSLY HARMS  PHARMACIST  YOU AND OTHERS  CAN HELP YOU  AROUND YOU  STOP SMOKING  SELECTED M  SMOKING  SMOKING  SERIOUSLY HARM  SERIOUSLY HARMS  NS  YOU AND OTHERS  S  YOU AND OTHERS  MARA  AROUND YOU  AROUND YOU  PREMIUM  SMOKING  YOUR  DOCTOR  YOUR  HARMS  YOU  AND  OTHERS  CAN  HELP  STOP  SMOKING  SELECTED  ELECTED  PREMIU  OBACCOS  AED  18900  USD  5250  HARM,MARLBORO,RED,,3
00P4H00001muqt6UAA_Image_Response_a0Z4H00000axbUNUAY,SERIOUSLY HARMS  YOU AND OTHERS  A LOOK  AROUND YOU  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  SERIOUSLY HARMS  SM  LICE  YOU AND OTHERS  AROUND YOU  UC  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  EN  KILLS  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  SMY  SERIOUSLY HARMS  LIGE  YOU AND OTHERS  U  MARLBORO  SHUFFLE  NDOM MIX OF FLAVORS  SHUFFLE MENTHOL  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  SERIOUSLY HARMS  AM  210  YOU AND OTHERS  AROUND YOU  U  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  RANDOM  MIX  FLAVORS  NDOM  SHUFFLE  MENTHOL  AED  132  USD  3667,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00PdP000002CtR0UAK_Image_Response_a0Z4H00000axbUKUAY,MIX  MARLBORO  SMOKING  ING  KILLS  S  WHITE  MARLBORO  MA  MARLBORO  MARLBORO  SMOKING  KILLS  MAR  WHITE  G  DOUBLE MIX  YOUR DOCT  SMOKING  MANHARO  SMOKING  OR YOUR  PHARMACIS  KILLS  KILLS  CAN BELIVE  MARLBORO  STOP SMOKIR  WHITE  200S  AED 19845  USD 5512  WWWDUBARDULYFREECOM  DOUBLE  YOUR  DOCT  YOUR  CAN  STOP  AED  19845  USD  5512,MARLBORO,"MIX, WHITE",,4
00PdP000003m4VsUAI_Image_Response_a0Z4H00000axbUMUAY,A  MAUTBORO  SMOKING  KILLS  FLAVOR MIX  IN FROM SOFT PACK  BOOKS  FLIPTOP  A  CONSISTENT  WO  TE  IMPERIENCE  FLIPTOP BOX  37  PACK  MA  CONSISTENT  TASTE  EXPERIENCE  FINISH  START  TO  MORT IN FROM  A  SOFTTOUCH  PACK  ROUND FIRM TM  FLIPTOP BOX  MANTBORO  U  SMOKING  KILLS  M  MAYLBORN  SMOKING  SERIOUSLY HARMS  M  YOU AND OTHERS  MARLBORO  FLAVOR MIX  200S  AED 132  USD 3667  WWWDUBAIDULYFREECOM  IN A SOFTTOUCH PACK  FIRM FILTER  FLIPTOP BOX  ROUND TASTE  MARB  MARLBORO  SMOKING  SERIOUSLY HARMS  CRAFTED FOR  LESS SMELL  YOU AND OTHERS  AROUND  FLAVOR  MIX  FROM  BOX  SERIOUSLY  HARMS  YOU  AND  OTHERS  FLAVOR  MIX  AED  132  USD  3667  FIRM  FILTER  ROUND  TASTE  CRAFTED  FOR  LESS  SMELL,MARLBORO,"FILTER, MIX",,4
00P4H00001mQ5IFUA0_Image_Response_a0Z4H00000axbULUAY,SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SELECTED PREMIUM TOBACCOS  ROO CGARETTES PILTER  BACCOE  CLU  I  DE   SMOKING  SAMPLE  BELB  KILLS  PACCOS  SELECTED PREMIUM TOBACCOS  CARTONS  N  SMOKING  NS  SERIOUSLY HARMS  RS  YOU AND OTHERS  U  AROUND YOU  MARLBORO  GOLD  400  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  SMOKING  KILLS      HORO  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  SELECTED  PREMIUM  TOBACCOS  AED  233  USD  6472,MARLBORO,GOLD,,3
00P4H00001mtFDUUA2_Image_Response_a0Z4H00000axbUNUAY,A  DUBA  SKYLINE  DUBAI DUBA BA  AI  CARTONS  21  C  SMOKING  KILLS  D  SELECTED PREMIUM TUBACCOS  P A  ACC  A  MURLAURO  FILTER  MAELBURU  FROM SMOKING START TO NCE  2  SMOKING  SERIOUSLY HARMS  MARLBORO  RED  SELECTED PREMIUM TOBACCOS  400S  AED 233  USD 6472  WWWDUBAIDUTYFREECOM  A CONSISTENT  SMOKING EXPERIENCE  FROM START TO FINISH  ACONSISTENT  EXPERIENCE  FROM START TO FINISH  DUBAI  SELECTED  PREMIUM  FROM  SMOKING  START  NCE  SERIOUSLY  HARMS  TOBACCOS  AED  233  USD  6472  FINISH,MARLBORO,"FILTER, RED",,4
00P4H00001mR31TUAS_Image_Response_a0Z4H00000axbURUAY,DOUBLE FUSION  DOUBLE FUSION  SUMMER  SUMMER  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  TAR5MG  NICOTINE 0A MG  YOU AND OTHERS  AROUND YOU  CARBON  MONOXIDE 5MG  AROUND YOU  STOMA ADRI  GIONIA   MARLBORO  MARLBORO  DOUBLE FUSIN  DOUBLE FUSION  SUMMER  SUMMER  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  YOU AND OTHERS  AROUND YOU  AROUND YO  MARLBORO  DOUBLE FUSION SUMMER  200S  AED 127  USD 3528  WWWDUBAIDUTYFREECOM  AL OFFER    MARTBORO  MARIBO  DOUBLE FUSION  DOUBLE  FUSION  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  DOUBLE  FUSION  SUMMER  AED  127  USD  3528  OFFER,MARLBORO,,,2
00PdP000004kdfDUAQ_Image_Response_a0Z4H00000axbUQUAY,MARLBO  MANTHORO  DOUBLE F  DOUBLE FUSION  DOUBLE FUSION  SUMMER  SUMMER  SUMMER  SMOKING  SMOKING  SMOKING  SERIOUSLY HAR  SERIOUSLY HARMS  ERIOUSLY HARMS  YOU AND OTHE  YOU AND OTHERS  YOU AND OTHERS  AROUND YOU  AROUND YOU  AROUND YOU  MARLBORO  MANTBORO  MARLBORO  DOUBLE FUSION  DOUBLE FUSION  DOUBLE FUSION  SUMMER  SUMMER  SUMMER  SMOKING  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  SERIOUSLY HARMS  YOU AND OTHERS  VOU AND OTHERS  AROUND  YOU AND OTHERS  MARLBORO  DOUBLE FUSION  200S  AED 132  USD 3667  WWWDUBAIDUTYFREECOM  DOUBLE  FUSION  SERIOUSLY  HAR  HARMS  ERIOUSLY  YOU  AND  OTHE  OTHERS  VOU  DOUBLE  FUSION  AED  132  USD  3667,MARLBORO,,,2
00PdP000006BRxcUAG_Image_Response_a0Z4H00000axbUQUAY,SILVER  SMOKING  KILLS  BLUE    SMOKING  MARLBORO  SERIOUSLY HARMS  SILVER BLUE  ORO  YOU AND OTHERS  200S  AROUND YOU  BLUE  AED 128  USD 3556  WWWDUBAIDUTYFREECOM  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SMOKING  E  KILLS  ER  SERIOUSLY  HARMS  SILVER  BLUE  YOU  AND  OTHERS  AROUND  AED  128  USD  3556,MARLBORO,"BLUE, SILVER",,4
00PdP000003mYP4UAM_Image_Response_a0Z4H00000axbUOUAY,KING  1A  GET HELP TO  LONDON SW  STOP SMOKING  SES  DUNHILL  CONSULT YOUR  EING  TOBACCO OF LONDON LTD  DOCTOR  EXCLUSIVE  E SKIN  MADE IN SWITZERLAND  PHARMACIST  DUMBILL  OKING  OF THE SKIN  YOUR  MS  USE  DUNHILL   NOONOT OF 0  GOLD  AGEING  EIN  200S  DUNHILL  CAUSES  E S  AED 135  USD 3750  SMOKING  WWWDUBAADUTYFREECOM  DUNHILL  SMOKING  CAUSES  DUNHILL  TORACCO  LES  AGEING  OF THE SKIN  DUNHILL  HELP TO  SMOKING  SEXY  WARA  DUNHILL  SULT YOUR  DUNHILL  OCTOR  RMACIST    BEER  DUNHILL  MARK   LONDON LYD    RESE      ATMA  II  FUNTHER  DEEPER  DUNHILL  O    TAKEN  TOBACCO OF LONDON LTD    I  NG  GET  HELP  LONDON  STOP  CONSULT  YOUR  TOBACCO  LTD  SKIN  MADE  SWITZERLAND  THE  AED  135  USD  3750  SULT,DUNHILL,GOLD,,3
00PdP000000vs5MUAQ_Image_Response_a0Z4H00000axbUJUAY,400S  ORIGINAL RECESS  ND YOU  ESTD 19  AED 263  FIFTH AVENUE   USD 7306  WWWDUBAIDUTYFREECOM    THAT AUGUST  MORRIS  FOR DUTY FREE SALE ONLY  21990  SDATE 35  RLIAMENT  PARLIAMEN  PARLIAMENT  PARLIAMENT  PARLIAMENT  PHULIPMORRIS  SP  PARLIAMENT  PARLIAMENT  ORIGINAL RECESSED  ORIGINAL RECESSED FILTER  PLATINUM  PLATINUM  PHIIPMORRI  ESTD 1931  FIFTH AVENUE NEW  ORK  SMOKING  SMOKING  SERIOUSLY HARMS  KILLS  YOU AND  HERS  PARLIAMENT  OUND  OD  PLATINUM BLUE  200S  AED 139  USD 3861  WWWDUBARDUTYFREECOM  N  FALLENGE  TAR 10 MO  ORIGINAL  RECESS  YOU  ESTD  AED  263  FIFTH  AVENUE   USD  7306  FOR DUTY  FILTER  NEW  SERIOUSLY  HARMS  AND  BLUE  139  3861  TAR,PARLIAMENT,"BLUE, FILTER, ORIGINAL, PLATINUM",,6
00PdP00000077mMUAQ_Image_Response_a0Z4H00000axbULUAY,S G  2  OFFER  SMOK  PARLIAMENT  SILVER BLUE  PARTIAMENT  ORIGINAL RECESSED FILTER  KILL  ESTD 1931  FIFTH AVENUE  NEW YORK  2  P  OFFER  SMOKING  PARLIAMENT  SERIOUSLY HARM  SILVER BLUE  YOU AND OTHER  ORIGINAL RECESSED FILTER  AROUND YOU  ESTD 1931  FIFTH AVENUE NEW YORK  PARLIAMENT  SILVER BLUE  400S  AED 263  USD 7306  WWWDUBAIDUTYFREECOM  PARLIAMENT  PARLIAMENT  ORIGINAL RECESSED FILTER  PAR  SILVER  BLUE  ORIGINAL  FILTER  ESTD  1931  FIFTH  AVENUE  NEW  YORK  SERIOUSLY  YOU  AND  OTHER  AROUND  AVENUE  NEW  AED  263  USD  7306,PARLIAMENT,"BLUE, FILTER, ORIGINAL, SILVER",,6
00P4H00001lmLRCUA2_Image_Response_a0Z4H00000axbUMUAY,R4CO2ELP2635  N  CARTONS  ENOTRAS  EART ONS  MARLBORO  SMOKING  M  ARM  KILLS  GOLD  E  CAR  SELECTED FINE TOBACCOS    C  TRAD SE  MARLBURO  SMOKING  MIS    KILLS  GOLD  MARLBORO  GOLD  OS  DDF  600S  AED 335  USD 9306  WWWDUBAIDUTYFREECOM  MONTHONE  SMOKING  ONS  SELECTED  TOBACCOS  AED  335  USD  9306,MARLBORO,GOLD,,3
00P4H00001ll5atUAA_Image_Response_a0Z4H00000axbUKUAY,MARIBU  MARLBOOK  MARTBORD  DOUBLE MIX  DOUBLE MIX  DOUBLE MIX  SMOKING  SM  SMOKING  G  MARLBORO  SERIOUSLY HARMS  DOUBLE MIX  YOU AND OTHERS  KILLS  AROUND YOU  200S  AED 127  USD 3528  MARLBORG  SMOKING  SMOKING  SMOKING  DOUBLE  MIX  SERIOUSLY  HARMS  DOUBLE  MIX  YOU  AND  OTHERS  AROUND  AED  127  USD  3528,MARLBORO,MIX,,3
00PdP000000nNwMUAU_Image_Response_a0Z4H00000axbUJUAY,DAVIDOFF  ELEGRETIES  SMOKING  SERIOUSLY HAR  YOU AND OTHE  AROUND YOU  SHUFFLE  RANDOM MIX OF FLAVORS  SMOKING  MARLBORO  KIII  SHUFFLE MENTHOL  DDE  200S  DDF  S  RA  M  AED 132  USD 3667  WWWDUBARDUTYFREECOM  FRESH  BREATH  ZONE  SMELL CONTROL  CONTROL PAPER SMELL  SMOKE  SMELL  MANTHORO  CONTROL  SMOKING  G  SERIOUSLY HARMS  YOU AND OTHERS  SERIOUSLY  HAR  YOU  AND  OTHE  AROUND  RANDOM  MIX OF  FLAVORS  SHUFFLE  MENTHOL  AED  132  USD  3667  CONTROL PAPER  HARMS  OTHERS,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00PdP000003m9vLUAQ_Image_Response_a0Z4H00000axbUMUAY,DDE  MARTBORO  SMOKING  KILLS  TOUCH  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  TOUCH  MANHORA  SMOKING  KILLS  MARLBORO  TOUCH  200S  AED 123  USD 3417  WWWDUBAIDUTYFREECOM  WE  NDER  ANY FORM TO MINORS  18  IBSUM  SMART  SEAL  MARLBORO  SMART  SEAL    SILVER BLUE  HOKING  SLY HARMS  AND OTHERS  MARLBONO  SMOKING  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  123  USD  3417  ANY  FORM  MINORS  SILVER  BLUE,MARLBORO,"BLUE, SILVER, TOUCH",,5
00P4H00001mQ4fyUAC_Image_Response_a0Z4H00000axbUQUAY,TEREA  A  DU  COT  WORKS ONLY WITH IQOS ILUMA  OS ILUMA  OOD    THIS PRODUCT IS NOT RISK FREE AND  EE AND  CONTAINS NICOTINE WHICH IS ADDICTIVE  ADDICTIVE  AW   H GAG  A  TEREA  IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  THI  REE AND  THIS PRODUCT IS NOT RISK FREE AND  CONTAIN  ADDICTIVE  CONTAINS NICOTINE WHICH IS ADDICTIVE  EA  TEREA  ONLY WITH IQOS ILUMA  WORKS ONLY WITH IQOS ILUMA  AND  CC  ADDICTIVE  CONTAINS THE  TEREA  YELLOW  200S  AED 144  USD 4000  WWWDUBAIDUTYFREECOM  WORKS  ONLY  WITH  IQOS  ILUMA  THIS  PRODUCT  NOT  RISK  FREE  CONTAINS  NICOTINE  WHICH  AED  144  USD  4000,,,,0
00P4H00001mQ4omUAC_Image_Response_a0Z4H00000axbUJUAY,SMOKING  WILLE  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  KING  AROUND YOU  Y HARMS  OTHERS  GOLD  D YOU  SMOKING  SERIOUSLY HARMS  OKING  ILLS  MARLBORO  YOU AND OTHERS  AROUND YOU  GOLD  SMOKING  NS  RS  MARLBORO  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  GOLD  MARLBORO  GOLD  MANTHORO  SMOKING  KILLS  GOLO  MARLBORO  GOID  200S  AED 123  USD 3417  ICOTINE IN ANY FORM TO MINORS  NDER  WWWDUBAIDUTYFREECOM  18  M  SERIOUSLY  HARMS  YOU  AND  AROUND  AED  123  USD  3417  ICOTINE  ANY  FORM  MINORS,MARLBORO,GOLD,,3
00PdP000000nHu9UAE_Image_Response_a0Z4H00000axbULUAY,3RD  SMOKING  MARLBORO  KILLS  DOUBLE ICE  MARLBORO  DOUBLE ICE  600S  AED 361  USD 10028  WWWDUBAIDUTYFREECOM  MARLB  DOUBLE  ICE  DOUBLE  ICE  AED  361  USD  10028,MARLBORO,,,2
00P4H00001mtFYVUA2_Image_Response_a0Z4H00000axbURUAY,SMOKING  PA  SERIOUSLY HARMS  SM  YOU AND OTHERS  VIERTTO E  AROUND YOU  LUNA SHUFFLE  UOY BN  POOTAINE MENTHOL  INSTAL  ANDOM MIX OF 3 CAPSULES  A  GLONUC   GLONUG   CONTAINE MENTHOL   GUA  SMART SEAL  IN CAPSULES  RANDOM MIX OF 3 CAPSULES YONEIA PRIVE  THE  AINS MENTHOL  SMART  CAPSULES  SEAL  RANDOM MIX OF 3 CAPSULES  SMOKING  SERIOUSLY HARMS  SM  YOU AND OTHERS  219  AROUND YOU  UO  UNA SHUFFLE  ANIK  SMOKING  SMART K  SERIOUSLY HARMS  SIGNATURE  YOU AND OTHERS  AROUND YOU  UOY   FLUNA SHUFFLE  MARLBORO  LUNA SHUFFLE  200S  AED 127  USD 3528  WWWDUBARDUTYFREECOM  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  LUNA  SHUFFLE  MIX  MENTHOL  RANDOM  LUNA  SHUFFLE  AED  127  USD  3528,MARLBORO,"MENTHOL, MIX, SHUFFLE",,5
00PdP000001y6wTUAQ_Image_Response_a0Z4H00000axbUKUAY,SMOKING  MASHORO  KILLS  1  GOLD  CARTONS  SMOKING  SERIOUSLY HARMS  S  SINSHORO  YOU AND OTHERS  S  AROUND YOU  GOLD  CARTONS  SMOKING  SERIOUSLY HARMS  RMS  OU  MARLBORO  YOU AND OTHERS  ERS  AROUND YOU  GOLD  CARTONS  CAR  KING  ILS  MUNTHURO  SMOKING  KILLS  MARLBORO  GOLD  400S  AED 244  USD 6778  WWWDUBARDULYFREECOM  KILLS  MARTBORO  KILLS  MARLBONG  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  244  USD  6778,MARLBORO,GOLD,,3
00P4H00001muql3UAA_Image_Response_a0Z4H00000axbUNUAY,01  21 07622100911258 GVZIVETE4TVQ  TA90327620  FOR ADULT USE  DAY  ARL  PAKLTAMENT  AIRETAMENT  PARLI  FOR ADULT USE ONLY  PATRCTAMENT  PARLIAMENT  P  ORIGINAL RECESSED FILTER  PARLIAMENT  PARLIAMENT  SILVER BLUE  RECESSED FILTER  ORIGINAL RECESSED FILTER  PLATINUM  ESTD 1931  FIFTH AVENUE  NEW YORK  SILVER BLUE  SMOKING  RECESSEDEIL  ESTD  1931  PARLIAMENT PLATS  FIFTH AVENUE  NEW YORK  KILLS  TAR 1 MG  NICOTINE 01 MG  CARBON  MONOXIDE 1 MG  SMOKING  G  PACK  KILLS  PARLIAMENT  SILVER BLUE  200S  AED 139  USD 3861  WWWDUBAIDUTYFREECOM  PARLIAMENT  PARLIAMENT  PARLIAMENT  PARLIAMENT  ARLIAMENT  1  PARLIAMENT  PARLIAMENT  PARLIAMENT  PLATINUM  SILVER BLUE  SITVER  SILVER  SMOKING  SMOKING  SERIOUSLY HARMS  SMOKING  SERIOUSLY HARMS  SET  YOU AND OTHERS  YOU AND OTHERS  YOU  FOR  ADULT  USE  ONLY  ORIGINAL  FILTER  BLUE  NEW YORK  FIFTH  AVENUE   TAR  01  MONOXIDE  AED  139  USD  3861  SERIOUSLY  HARMS  AND  OTHERS,PARLIAMENT,"BLUE, FILTER, ORIGINAL, PLATINUM, SILVER",,7
00P4H00001lmKhzUAE_Image_Response_a0Z4H00000axbUNUAY,TEREA  TURQUOISE  TEREA  WORKSONLY WITH IQOS ILUMA  WOTRS ONLY WITH IDOS ILUMA  TEREA  TEREA  SILVER  BLUE  RI  ILUMA  WORKS ONLY WITH ICOS ILUMA  TEREA  NEW  WORKS ONLY WITH ICOS ILUMA  TURQUOISE  WORKS ONLY WITH IQOS ILUMA  JEREA  SILVER  WHICH IS ADDICTIVE  THE ILUMA  WORKS ONLY WITH 100  TEREA  EA  TEREA  TER  ALPEREAT  BLUE  SILVER  TURQUOISE  BOX ILUMA  PURPLE WAY  WORKS ONLY WITH ICH  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY WITH ICOSYLUMA  WORKS ONLY WITH IQOS ILUM  TE  SK FREE AND  WORK AND WILL  WHICH IS  ADDICTIVE  TEREA  TEREA  STEREA  BLUE  TURQUOISE  EMPLE WAVE  I  WORKS ONLY WITH IQOS ILUMA  TE  WORKS ONLY WITH IQOS ILUMA  WORKS ONLY  WITH  IQOS  ONLY  WORKS  ICOSYLUMA  ILUM  AND  ADDICTIVE,,"BLUE, PURPLE, SILVER",,3
00PdP0000021uINUAY_Image_Response_a0Z4H00000axbUQUAY,PUB NOS  YOU  ULU  AROUND YOU  GOLD  KING  LY HARMS  SMOKING  D OTHERS  UND YOU  MUNTHORO  KILLS  GOLD  MARLBORO GOTE  SEAL  MOKING  KILLS  MARLBORO  SMOKING  SERIOUSLY HARMS  YOU AND OTHERS  AROUND YOU  SUSEAL  GOLD  SMOKING  RIOUSLY HARMS  SMOKING  OU AND OTHERS  KILLS  AROUND YOU  MARLBORO  GOLD  MARLBORO  GOLD  200S  AED 128  USD 3556  WWWDUBARDUTYFREECOM  AROUND  HARMS  OTHERS  UND  SERIOUSLY  AND  AED  128  USD  3556,MARLBORO,GOLD,,3
00PdP00000077UdUAI_Image_Response_a0Z4H00000axbUNUAY,PARLIAMENT  PARLIAMEN  NEW  RLIAMENT  PARLIAMENT  PARLIAMENT  AMENT  PARLIAMENT  PARLIAME  P  AMENT  PARLIAMENT  PARLIAMEN  RECESSED FILTER  ORIGINAL RECESSED FILTER  ORIGINAL RECESSED FILT  AQUA BLUE  AQUA BLUE  AQUA BLUE  1931  ESTD 1931  ESTD  1931 OF  YORK  YORK  FIFTH AVENUE NEW  NEW  FIFTH AVENUE  YORK  SMOKING  SMOKING  SMOKING  SERIOUSLY HARMS  SERIOUSLY HARMS  KILLS  YOU AND OTHERS  YOU AND OTHERS  AROUND VOU  AROUND YOU  PARLIAMENT  AQUA BLUE  200S  AED 139  USD 3861  WWWDUBAIDUTYFREECOM  PARTIAMENT  PARLIAMENT  PARLIAMONI  S  OKING  SMOKING  SMO KING  SARIOUS  SHITS  FILTER  ORIGINAL  AQUA  BLUE  FIFTH  AVENUE  SERIOUSLY  HARMS  YOU  AND  OTHERS  AROUND  AED  139  USD  3861  KING,PARLIAMENT,"AQUA, BLUE, FILTER, ORIGINAL",,6
